"Identifier","Identifier ARK","Title#1","Description#1","Description Type#1","Description#2","Description Type#2","Description#3","Description Type#3","Subject#1","Subject Type#1","Subject#10","Subject Type#10","Subject#11","Subject Type#11","Subject#12","Subject Type#12","Subject#13","Subject Type#13","Subject#14","Subject Type#14","Subject#15","Subject Type#15","Subject#16","Subject Type#16","Subject#17","Subject Type#17","Subject#18","Subject Type#18","Subject#19","Subject Type#19","Subject#2","Subject Type#2","Subject#3","Subject Type#3","Subject#4","Subject Type#4","Subject#5","Subject Type#5","Subject#6","Subject Type#6","Subject#7","Subject Type#7","Subject#8","Subject Type#8","Subject#9","Subject Type#9","Source#1","Creator#1","Creator Type#1","Contributor#1","Contributor Type#1","Contributor#2","Contributor Type#2","Contributor#3","Contributor Type#3","Contributor#4","Contributor Type#4","Contributor#5","Contributor Type#5","Contributor#6","Contributor Type#6","Contributor#7","Contributor Type#7","Rights#1","Rights URI#1","Date#1","Format Medium#1","Format Media Type#1","Format Media Type URI#1","Language#1","Language URI#1","Language#2","Language URI#2","Language#3","Language URI#3","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"narv_brak_poetry_S1_ZukofskyCreeley_s2_CreelyOlsen.mp3","https://ark.colorado.edu/ark:/47540/468f7c97v7vb","A Poetry reading: Robert Creeley and Charles Olsen","Robert Creeley reads some of his poems. Then Robert Creeley reads some of his poems.","Abstract","00:00 Creeley reads
 
 50:00 Olson reads
 
 01:09:03 End","SegmentSequence","","","American poetry--20th century","http://id.loc.gov/authorities/subjects/sh85004387","","","","","","","","","","","","","","","","","","","","","Poets -- 20th century","local","Oral interpretation of poetry","http://id.loc.gov/authorities/subjects/sh85095241","","","","","","","","","","","","","narv_brak_poetry_S1_ZukofskyCreeley_s2_CreelyOlsen","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","Creeley, Robert, 1926-2005","http://id.loc.gov/authorities/names/n79043504","Olson, Charles, 1910-1970","http://id.loc.gov/authorities/names/n78095428","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","Undated","audio/mp3","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","","","1095382","4969","narv_brak_poetry_S1_ZukofskyCreeley_s2_CreelyOlsen.mp3","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~71~71~1095382~149324"
"narv_brak_RavettHampshireCollege1981_NPRexcerpts.mp3","https://ark.colorado.edu/ark:/47540/t04p6p51z38q","Interview with Stan Brakhage and other NPR reports","Recording begins with a ""letter"" to Stan Brakhage and an interview by a film studies professor at New Hampshire College. It continues with a number of NPR broadcasts in the series ""All things considered.""","Abstract","00:00 Interview with Brakhage about his notion of ""visual music"" and the importance of music and emotions 07:50 An interview with John Kenneth Galbraith about his memoirs 'A life in our times' 13:40 A report from the International Freudian Movement's meeting on ""Sex and Language"" 20:16 An interview with Jacobo Timerman about the dictatorship in Argentina 31:45 A report from a journalist who accompanied a guerrilla group fighting the Russian army in Afghanistan 54:20 A report about an Australia Aboriginal Art Tour 01:07:50 A brief excerpt from a report about Saturn 01:08:15 Piano music 01:11:05 Orchestral music 01:14:45 Discussion on the how the Russian Revolution succeeded 01:20:45 Modern orchestral piece plays 01:25:20 Speaker talks of the symbolism and mythology of Saturn 01:30:00 End","SegmentSequence","","","Brakhage, Stan -- Interviews","local","","","","","","","","","","","","","","","","","","","","","Galbraith, John Kenneth, 1908-2006 -- Interviews","local","Language and sex","http://id.loc.gov/authorities/subjects/sh96011149","Timerman, Jacobo, 1923-1999 -- Interviews","local","Argentina -- History -- 1955-1983","http://id.loc.gov/authorities/subjects/sh88001366","Afghanistan -- History -- Soviet occupation, 1979-1989","http://id.loc.gov/authorities/subjects/sh85001522","Art, Aboriginal Australian","http://id.loc.gov/authorities/subjects/sh85007557","Saturn (Planet) -- Mythology","http://id.loc.gov/authorities/subjects/sh85117692","Soviet Union -- History -- Revolution, 1917-1921","http://id.loc.gov/authorities/subjects/sh85125871","narv_brak_RavettHampshireCollege1981_NPRexcerpts","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","Galbraith, John Kenneth, 1908-2006","http://id.loc.gov/authorities/names/n79061210","Timerman, Jacobo, 1923-1999","http://id.loc.gov/authorities/names/n81016286","National Public Radio (U.S.)","http://id.loc.gov/authorities/names/n79033338","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","1981","audio/mp3","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","","","1095349","4969","narv_brak_RavettHampshireCollege1981_NPRexcerpts.mp3","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~71~71~1095349~149285"
"narv_brak_Re-SlowedBirthEchoeChamberMoansSlowed.mp3","https://ark.colorado.edu/ark:/47540/gp856235h3rz","Sound recording : Childbirth at slow speed","This recording apparently is a reduced speed version of the sounds of his wife in labor. It is not recognizable as a human voice. Other high-pitched sounds are layered on top of the original moaning. Some have an added reverb. The entire recording runs forward and then backward.","Abstract","00:00 Recording begins
 
 10:00 Voices at regular speed
 
 10:30 Slow speed resumes
 
 13:40 Plays backwards
 
 00:00 End","SegmentSequence","","","Sounds","http://id.loc.gov/authorities/subjects/sh85125411","","","","","","","","","","","","","","","","","","","","","Sound in art","http://id.loc.gov/authorities/subjects/sh97001016","","","","","","","","","","","","","","","narv_brak_Re-SlowedBirthEchoeChamberMoansSlowed","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","","","","","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","Undated","audio/mp3","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","","","","","","","1095380","4969","narv_brak_Re-SlowedBirthEchoeChamberMoansSlowed.mp3","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~71~71~1095380~149322"
"narv_brak_S1_brakhageonbaillirmilletonpicasso_S2_Schneemannrainermcfarlandinterviewandjollyvietnamhero.mp3","https://ark.colorado.edu/ark:/47540/9f653c63f8sg","Interviews with artists and a Vietnam vet - 1985","At the International Film Series 'First Person Cinema' Stan Brakhage talks about Bruce Baillie's films and answers questions from the audience. The recording breaks to interviews with other filmmakers by Robert MacFarland. Topics include body language, cultural norms, sexuality, gender, and symbolism. An interview with a Vietnam vet follows. He speaks of his war experience and PTSD.","Abstract","00:00 Speaker introduces Stan Brakhage 01:10 Brakhage begins to talk the films of Bruce Baillie 13:00 After the screening a Q+A session begins about the films 45:55 Continuing interview with FranÃ§oise Gilot 49:45 Speaker talks about Norman MacLaine and A River Runs Through It and an interview ensues 01:00:00 Bob MacFarland interviews Yvonne Rainer and Carolee Scheemann and they talk about their films, film-making, and cultural issues 01:32:45 Bob MacFarland discusses ""delayed stress syndrome"" with Vietnam vet Fred Jolly Jr. and psychologist Carl Sternberg 01:53:50 Jolly talks about veterans' groups, survivor's guilt, and his experiences in Vietnam 2:00:00 End","SegmentSequence","","","All My Life (Motion picture)","local","Mr. Hayashi (Motion picture)","local","Quixote (Motion picture)","local","Roslyn Romance Fuses (Motion picture)","local","A river runs though it (Motion picture)","local","Baillie, Bruce, 1931-2020","http://id.loc.gov/authorities/names/no2009052166","Artists","http://id.loc.gov/authorities/subjects/sh85008276","Artists -- United States -- Attitudes","local","Experimental films -- United States","local","Independent films -- United States","local","Motion picture authorship","http://id.loc.gov/authorities/subjects/sh85088030","Independent filmmakers -- United States","local","Motion picture producers and directors -- Inteviews","local","Indians of North America -- Crimes against","http://id.loc.gov/authorities/subjects/sh91005804","Sex in motion pictures","http://id.loc.gov/authorities/subjects/sh85120622","Vietnam War, 1961-1975 -- Personal narratives","local","Post-traumatic stress disorder -- Personal narratives","local","Tung (Motion picture)","local","Yellow Horse (Motion picture)","local","narv_brak_S1_brakhageonbaillirmilletonpicasso_S2_Schneemannrainermcfarlandinterviewandjollyvietnamhero","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","MacFarland, Robert","http://id.loc.gov/authorities/names/n2004084665","Gilot, Françoise, 1921-","http://id.loc.gov/authorities/names/n50033881","MacLaine, Norman","local","Schneemann, Carolee, 1939-2019","http://id.loc.gov/authorities/names/n78043895","Rainer, Yvonne, 1934-","http://id.loc.gov/authorities/names/n86021599","Jolly, Fred","local","Sternberg, Carl","local","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","1985-10-07","audio/mp3","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","","","1095348","4969","narv_brak_S1_brakhageonbaillirmilletonpicasso_S2_Schneemannrainermcfarlandinterviewandjollyvietnamhero.mp3","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~71~71~1095348~149284"
"narv_brak_S2_P2_ HillApril1972.mp3","https://ark.colorado.edu/ark:/47540/f7302593q66p","Stan Brakhage lecture on Jerome Hill","Stan Brakhage introduces his film 'Eye Myth,' 'Cat's Cradle,' and 'Window water baby moving.' He recommends a book entitled 'Independent filmmakers' by Lenny Lipton. A discussion on Bruce Conner ensues. The Brakhage turns to Jerome Hill, examining types of humor, and talks about Hill's autobiographical 'Film Portrait' and other projects. He provides biographical information, continues to comment on 'Film Portrait,' Hill's work and other filmmakers. The film 'Death in the forenoon' or 'Who's afraid of Ernest Hemingway?' is introduced and screened. Brakhage talks about his experiences with Hill, as well as Hill's personality and other works of art.","Abstract","00:00 Brakhage is speaking
 
 00:40 Eye Myth
 
 04:50 A book recommendation
 
 07:00 On Bruce Conner
 
 14:15 Types of humor
 
 18:25 American humor
 
 21:00 Hill's work
 
 27:40 'Film Portrait'
 
 31:05 Hill's creative projects
 
 35:35 Biographical info and art
 
 41:15 More on 'Film Portrait,' filmmaking, Hill's life
 
 01:20:40 Excerpt of a letter
 
 01:37:04 End","SegmentSequence","","","Hill, Jerome, 1905-1972","http://id.loc.gov/authorities/names/no89001826","","","","","","","","","","","","","","","","","","","","","Film portrait (Motion picture)","local","Death in the Forenoon (Motion picture)","local","Independent filmmakers -- United States","local","","","","","","","","","","","narv_brak_S2_P2_ HillApril1972","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","","","","","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","1972-04","audio/mp3","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","","","1095379","4969","narv_brak_S2_P2_ HillApril1972.mp3","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~71~71~1095379~149321"
"narv_brak_SlowedBabyWaterStream.mp3","https://ark.colorado.edu/ark:/47540/kf0t1650d01j","Sound recording : voices, fireplace, stream","The recording contains human voices (speaking and birthing pangs), a fireplace, and a stream played at various speeds. The entire tape is then played backwards.","Abstract","0:00 Recording begins 30:42 End","SegmentSequence","","","Sounds","http://id.loc.gov/authorities/subjects/sh85125411","","","","","","","","","","","","","","","","","","","","","Sound in art","http://id.loc.gov/authorities/subjects/sh97001016","","","","","","","","","","","","","","","narv_brak_SlowedBabyWaterStream","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","","","","","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","Undated","audio/mp3","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","","","","","","","1095378","4969","narv_brak_SlowedBabyWaterStream.mp3","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~71~71~1095378~149320"
"narv_brak_SlowedChilderTalkIIIandInfantNoiseandSlowedEchoeBirth.mp3","https://ark.colorado.edu/ark:/47540/bv1q551436fc","Sound recording : crying voices at slow speed","Human voices crying and wailing recorded at various speeds and played forward and backwards. Apparently some of these recordings are of Jane Brakhage in labor.","Abstract","00:00 Crying sounds played at a slow speed
 
 04:45 Infant sounds
 
 07:10 Noises at an extremely slow speed
 
 12:30 Infant sounds played backwards
 
 14:55 Wailing played at a slow speed
 
 27:08 End","SegmentSequence","","","Sounds","http://id.loc.gov/authorities/subjects/sh85125411","","","","","","","","","","","","","","","","","","","","","Sound in art","http://id.loc.gov/authorities/subjects/sh97001016","","","","","","","","","","","","","","","narv_brak_SlowedChilderTalkIIIandInfantNoiseandSlowedEchoeBirth","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","","","","","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","Undated","audio/mp3","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","","","","","","","1095377","4969","narv_brak_SlowedChilderTalkIIIandInfantNoiseandSlowedEchoeBirth.mp3","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~71~71~1095377~149319"
"narv_brak_StanBlowUpFamilyMeetingearly70s.mp3","https://ark.colorado.edu/ark:/47540/cf3h1k14f47v","Stan Brakhage and his children discuss sharing responsibilities","Stan Brakhage complains about family responsibilities and chores not being done, with long periods of silence between his outbursts. Then the family discusses how the dog care and cleaning of the kitchen might fit into their schedules. Brakhage says they're welcome to move out and see how hard it is to manage everything on their own. Note: Long sections of silence, unidentified sounds, and unintelligible voices.","Abstract","00:00 Stan Brakhage admonishes his children about doing their chores 02:45 There is discussion about errands and things that need doing 05:25 Bad audio 28:55 Jane speaks to two children 30:30 Brakhage and children speak about chores 31:45 Brakhage speaks of being sensitive to the dogs' needs 33:40 They discuss the dog care in the mornings 36:50 They discuss doing kitchen chores 38:30 Brakhage compares what living on their own would involve 39:15 He gets angry and suggests his daughter should find her own apartment to find out 49:15 Gets angry about the kids not cleaning the kitchen 54:30 Jane asks daughter what's up with her and goes into the kitchen schedule 56:40 Daughter cries about her job. 58:30 The other daughter talks (unintelligible) 59:25 Brakhage gives the first one a pep talk. 01:01:00 End","SegmentSequence","","","Brakhage, Stan -- Family","local","","","","","","","","","","","","","","","","","","","","","Parenting","http://id.loc.gov/authorities/subjects/sh85098009","Fatherhood","http://id.loc.gov/authorities/subjects/sh89006293","","","","","","","","","","","","","narv_brak_StanBlowUpFamilyMeetingearly70s","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","Wodening, Jane, 1936-","http://id.loc.gov/authorities/names/n88177560","","","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","Undated","audio/mp3","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","","","1095347","4969","narv_brak_StanBlowUpFamilyMeetingearly70s.mp3","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~71~71~1095347~149283"
"narv_brak_StudsTerkelInterview_Nov1972.mp3","https://ark.colorado.edu/ark:/47540/r03g8c38q78z","Studs Terkel interviews Stan Brakhage","Studs Terkel and Stan Brakhage talk about filmmaking, media, education, and the philosophy of the arts. Brakhage goes into his current lecture series ""Narrative as Religion."" They discuss The Cabinet of Dr. Caligary. Brakhage accuses Hollywood of buying and watering down European filmmakers.","Abstract","00:00 Terkel and Brakhage begin
 
 01:55 Brakhage on his handbook for filmmaking
 
 03:05 Filmmaking as magic
 
 06:45 Film and photography
 
 12:00 Narration and the personal experience
 
 16:05 Education and arts
 
 18:00 Truth, lies, and facts in personal experiences
 
 21:25 Brakhage talks about his lectures
 
 24:10 Being an artist and filmmaker
 
 29:15 Ordinary people escaping with television
 
 31:12 ""Narrative as Religion""
 
 33:00 Angels and demons
 
 38:30 The Cabinet of Dr. Caligary
 
 49:00 German art film scene
 
 56:27 End","SegmentSequence","","","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","","","","","","","","","","","","","","","","","","","","","Independent filmmakers -- United States -- Interviews","local","Artists -- United States","http://id.loc.gov/authorities/subjects/sh86003655","Cabinet of Dr. Caligari (Motion picture)","http://id.loc.gov/authorities/names/n89645346","Motion picture industry -- United States","http://id.loc.gov/authorities/subjects/sh85088052","Angels","http://id.loc.gov/authorities/subjects/sh85005001","","","","","","","narv_brak_StudsTerkelInterview_Nov1972","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","Terkel, Studs, 1912-2008","http://id.loc.gov/authorities/names/n50026224","","","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","1972-11","audio/mp3","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","","","1095376","4969","narv_brak_StudsTerkelInterview_Nov1972.mp3","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~71~71~1095376~149318"
"narv_brak_TestofTime_Faulkner.mp3","https://ark.colorado.edu/ark:/47540/g75n3085g71x","Test of Time radio program: Faulkner and Akutagwa","For the radio program Test of Time Brakhage reads and then talks about the poem 'A dream within a dream' by Edgar Allen Poe. Then he plays an Elizabethan folk song by Ed McCurty 'A maiden did a-bathing go.' He plays a clip of William Faulkner reading 'Light in August.' Brakhage reads a journal entry of RyÅ«nosuke Akutagawa. He introduces the poem by Charles Olsen 'Maximus of Dog Town.' And ends with two poems by Akutagwa's entitled 'Sparks' and 'Butterfly.' 'Remembrance' by Charles Ives plays to end the program.","Abstract","00:00 Chanting
 
 01:25 Brakhage begins 
 
 04:38 Elizabethan folk song 
 
 07:25 Brakhage continues
 
 08:05 Faulkner reads
 
 14:16 Brakhage continues
 
 15:30 Akutagwa diary
 
 16:25 Brakhage continues
 
 17:00 Akutagwa's suicide message
 
 18:00 Brakhage continues
 
 20:05 Olson's poem 
 
 25:50 2 Poems Akutagwa
 
 27:40 'Remberance' plays
 
 28:27 End","SegmentSequence","","","Poetry -- Criticism and interpretation","local","","","","","","","","","","","","","","","","","","","","","Akutakava, Ri͡unoskė, 1892-1927","local","Faulkner, William, 1897-1962","http://id.loc.gov/authorities/names/n79003304","","","","","","","","","","","","","narv_brak_TestofTime_Faulkner","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","","","","","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","Undated","audio/mp3","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","","","1095375","4969","narv_brak_TestofTime_Faulkner.mp3","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~71~71~1095375~149317"
"narv_brak_TestofTime_TheWind.mp3","https://ark.colorado.edu/ark:/47540/gr2z60914323","Test of Time radio program: Music and Sound","For the radio program Test of Time Brakhage plays Ottorino Respighi's 'The pines of Rome' and Claude Debussy's 'The wind on the plain , No. 3.' He talks about ways that paintings and music capture what can be seen and heard. A clip is played of Henry Cowell describing his work 'The Banshee' and then the piece is played. Brakhage introduces with a piece by Edgard VarÃ¨se entitled 'Deserts : an interpolation' and then a clip by the Grateful Dead play, showing the influence VarÃ¨se had on music. The program closes with 'The Seasons: Vermont' by Malcolm Goldstein and Charles Ive's 'Rembrance.'","Abstract","00:00 Chanting 
 
 01:25 Brakhage begins
 
 02:30 An excerpt of 'The Pines of Rome' plays
 
 03:38 Brakhage continues
 
 05:44 'The Wind on the Plain' plays
 
 07:38 Brakhage continues
 
 09:35 Henry Cowell clip
 
 11:05 'The Banshee' plays
 
 13:27 Brakhage continues
 
 15:55 'The Desert' plays
 
 17:12 Brakhage continues
 
 18:14 A Grateful Dead clip
 
 19:18 Brakhage continues
 
 21:42 'The Seasons' plays
 
 27:12 Remembrance' plays
 
 28:20 End","SegmentSequence","","","Music -- 20th century","http://id.loc.gov/authorities/subjects/sh85088770","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_brak_TestofTime_TheWind","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","","","","","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","Undated","audio/mp3","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","","","1095374","4969","narv_brak_TestofTime_TheWind.mp3","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~71~71~1095374~149316"
"narv_brak_TheGreatDebateBoulder1977_P1_P2.mp3","https://ark.colorado.edu/ark:/47540/7f6b799480gz","A debate between Malcolm Le Grice and Stan Brakhage - Part 1 + 2","In this four-part recording Stan Brakhage and Malcolm Le Grice discuss various aspects of culture, the arts, academia, and film making. They have differing opinion on almost every topic. Brakhage talks about Maya Deren and her films, before they are screened and talked about. The film 'Cosmic Ray' by Bruce Conner is also screened and discussed, as well as a few others. Continued on 'A debate between Malcolm Le Grice and Stan Brakhage - Part 3 + 4.'","Abstract","00:00 PART ONE -- Speaker introduces Le Grice and Brakhage 02:30 Brakhage begins talking about the film Valentin de la Sierra 10:15 Le Grice and Brakhage discuss structuralism in film making 27:20 PART TWO -- Speaker reads the program sequence 32:00 Brakhage introduces the film 'Choreography for Camera' and speaks of Maya Deren 36:30 Introduces the film 'Cosmic Ray' by Bruce Conner 38:40 Introduces the film 'Arabesque for Kenneth Anger' by Marie Menken 39:20 Introduces the film 'Lady of the Sphere' by Larry Jordan 41:20 Introduces this film 'Him to her' 45:00 Brakhage and Le Grice talk about the cultural constraints placed on film arts 01:08:30 They discuss their different vantage points: personal vs cultural and aspects of 20th century arts 01:15:40 Le Grice explains his stance on innovation and the individuality in Brakhage's films 01:20:00 Brakhage speaks of the aesthetics in some structuralist films and about teaching art 01:22:45 They explore the purpose of the academies for the arts and for teaching 01:35:45 Brakhage claims Le Grice's type of films primarily exist for their own sake 01:36:35 Le Grice gets philosophical about film as a mediation for life 01:39: Brakhage talks about Renaissance perspective, optics, his wearing glasses and having physical coordination problems 01:41:30 Le Grice draws a parallel to 20th century painting undoing visual restraints 01:43:20 End","SegmentSequence","","","Motion picture producers and directors- -- Attitudes","local","Visual perception in art","http://id.loc.gov/authorities/subjects/sh2010014199","Valentin de la Sierra (Motion picture)","local","Choreography for Camera (Motion picture)","local","Cosmic Ray (Motion Picture)","local","Independent filmmakers -- Attitudes","local","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258","Le Grice, Malcolm","http://id.loc.gov/authorities/names/n77005187","","","","","","","Structuralism","http://id.loc.gov/authorities/subjects/sh85129210","Subjectivity","http://id.loc.gov/authorities/subjects/sh85129469","Deren, Maya -- Criticism and interpretation","local","Conner, Bruce, 1933-2008 -- Criticism and interpretation","local","Motion picture authorship -- 20th century","local","Experimental films -- 20th century","local","Arts and society","http://id.loc.gov/authorities/subjects/sh85008477","Arts -- Study and teaching","http://id.loc.gov/authorities/subjects/sh2007100729","narv_brak_TheGreatDebateBoulder1977_P1_P2","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","Le Grice, Malcolm","http://id.loc.gov/authorities/names/n77005187","","","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","1977-12","audio/mp3","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","","","1095346","4969","narv_brak_TheGreatDebateBoulder1977_P1_P2.mp3","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~71~71~1095346~149282"
